title,summary,license_type,arxiv_url,label
Divergence in tracing the flavors of astrophysical neutrinos: can JUNO help IceCube?,"We derive the flavor fractions $(η^{}_e , η^{}_μ, η^{}_τ)$ for ultrahigh-energy neutrinos originating from a remote astrophysical source by using their flavor ratios $(f^{}_e , f^{}_μ, f^{}_τ)$ observed at a neutrino telescope, and find that a potential divergence may appear in inferring the values of $η^{}_μ$ and $η^{}_τ$ as an unavoidable consequence of the approximate $μ$-$τ$ interchange symmetry of lepton flavor mixing. We illustrate such an effect by applying our formula to the IceCube all-sky neutrino flux data ranging from 5 TeV to 10 PeV in the naive assumption that the relevant sources have a common flavor composition. We show that only $η^{}_e$ and $η^{}_μ+ η^{}_τ$ can be extracted from the measurements of $f^{}_e$, $f^{}_μ$ and $f^{}_τ$ if the $μ$-$τ$ flavor symmetry is exact, and the JUNO and Daya Bay precision antineutrino oscillation data will help a lot in this connection.",CC-BY 4.0,http://arxiv.org/abs/2511.15127v2,human
Large-Width New Physics at Colliders: A Gauge-Invariant Resummation Approach,"Broad resonances challenge the standard Monte-Carlo treatment of unstable particles, which introduces a Breit-Wigner width into leading-order matrix elements and can generate unphysical gauge artifacts. We develop a gauge-consistent framework that combines a Dyson-resummed propagator with Slavnov-Taylor-identity-implied resummed vertices, enabling a consistent implementation in MadGraph5. In the Type-I seesaw model, heavy Majorana neutrinos naturally satisfy $Γ\sim m$, leading to strong departures from the Breit-Wigner lineshape, distorted angular correlations, and significant modifications to both $s$- and $t$-channel dynamics. Comparing with the normal and complex-mass schemes, we find that standard treatments can substantially misestimate cross sections and kinematic distributions in the large-width regime. Our results show that existing collider limits on heavy neutrinos-and, more generally, on any broad resonance-should be revisited within a fully resummed framework, opening new opportunities for both experimental searches and theoretical model building.",CC-BY 4.0,http://arxiv.org/abs/2511.15114v1,human
Modified TM2 for Reproducing All Best-Fit Values of Neutrino Mixing Angles,"As measurements of neutrino mixing angles continue to become more precise, it is increasingly likely that in the very near future a realistic neutrino mixing model will be required to precisely reproduce their best-fit values. In this study, a modified TM$_2$ mixing model which reproduces the best-fit values of all three neutrino mixing angles is proposed. The model reproduces the correct mixing angles within 1$σ$ of the current central values and is robust against any future changes of the best-fit values.",CC-BY 4.0,http://arxiv.org/abs/2511.15111v2,human
Structure of non-global logarithms with Cambridge/Aachen clustering,"We determine the structure of both Abelian and non-Abelian non-global logarithms up to four loops for $e^+ e^-$ processes in perturbative QCD, where final-state jets are defined using the Cambridge-Aachen (C/A) clustering algorithm. The calculations are performed within the soft (eikonal) approximation using strong-energy ordering of the final-state partons. The resulting expressions include full colour and complete jet-radius dependence. Compared to the anti-$k_t$ and $k_t$ clustering algorithms, the C/A distribution minimises the impact of these non-global logarithms, making it the preferred choice among the three algorithms.",CC-BY 4.0,http://arxiv.org/abs/2511.14947v1,human
Sampling Polynomial Rational Remainders with SP$\mathbb{Q}$R: A new Package for Polynomial Division and Elimination,"We introduce SP$\mathbb{Q}$R, a new Mathematica package for the division and elimination of variables from polynomial systems. SP$\mathbb{Q}$R works by sampling and reconstructing results over finite fields, in an analogous manner to many state of the art Integration by Parts algorithms for Feynman integrals. This allows SP$\mathbb{Q}$R to effectively overcome expression swell during the construction of Gröbner bases, which in many cases is the major bottleneck in such computations. Benchmarks on state of the art Macaulay resultants show that SP$\mathbb{Q}$R can deliver substantial gains over symbolic computer algebra workflows -- reducing both runtime and memory footprint by multiple orders of magnitude. Likewise when applied to study Feynman integrals, we show how SP$\mathbb{Q}$R can be used to find previously unknown Landau singularities.",CC-BY 4.0,http://arxiv.org/abs/2511.14875v1,human
Improved cosmological constraints on axion-lepton interactions,"We present updated cosmological constraints on axion-lepton interactions based on state-of-the-art computations of the thermal axion abundance. By combining Planck Cosmic Microwave Background (CMB) data with baryon acoustic oscillation (BAO) measurements from DESI DR2, we derive improved limits on both lepton-flavor-conserving (LFC) and lepton-flavor-violating (LFV) axion couplings. Incorporating finite axion mass effects substantially strengthens the bounds for axion masses above 0.1 eV compared to those inferred from the $ΔN_{\rm eff}$ constraint alone. The bounds on the LFC axion-tau coupling and LFV axion couplings to tau and muon or electron are improved by several orders of magnitude and the lower bound on the axion decay constant may exceed $10^6$ and $10^8$ GeV, respectively, for axion masses above 1 eV. Our cosmological constraints on LFC axion couplings to muons and taus and LFV axion couplings to tau and muon or electron are stronger than all other constraints for masses above 0.3 eV. In particular, they are stronger than recent collider constraints from Belle-II on $τ\rightarrow la$ decays, where $l=e$ or $μ$. The collider constraints on $μ\rightarrow ea$ decays are weaker than the cosmological constraints for axion masses above 100 eV. Our results are relevant for both the QCD axion and axion-like particles (ALPs).",CC-BY 4.0,http://arxiv.org/abs/2511.14864v1,human
511 keV Gamma Ray Echo from Particle Decays in Supernovae,"The formation of a hot and dense core in a core-collapse supernova (SN) can produce massive Beyond Standard Model (BSM) particles. These particles can decay in the stellar envelope, generating positrons either directly or through secondary processes involving neutrinos or photons. We show for the first time that such positrons regardless of their production channel, can thermalize and annihilate at rest with ambient electrons in the outer SN envelope, producing a characteristic echo of 511 keV gamma rays. For axion-like particles (ALPs), we derive bounds on the ALP-photon coupling ($G_{a γ}$) using Pioneer Venus Orbiter observations of SN 1987A. We also evaluate the sensitivity of upcoming MeV gap gamma-ray telescopes in the 511 keV range, such as COSI and AMEGO, for future Galactic SNe, which can improve existing constraints or enable ALP discovery. The echo signal is a generic prediction for any particle species that efficiently produces positrons near the stellar surface.",CC-BY 4.0,http://arxiv.org/abs/2511.14857v1,human
The Penrose Transform and the Kerr-Schild double copy,"There are a number of classical double copies, each providing a prescription for generating solutions to the Maxwell and scalar wave equations from exact solutions of Einstein's equations. Two such prescriptions are the Kerr-Schild and twistorial double copies. We argue that for a broad class of self-dual vacuum solutions of the Kerr-Schild form, which we refer to as twistorial Kerr-Schild spacetimes, these two prescriptions are in fact equivalent. The approach is elementary, utilizing null Lorentz transformations, with homogenous functions on twistor space playing a central role. The equivalence is illustrated explicitly for the example of the self-dual (Kerr)-Taub-NUT spacetime. A detailed proof and several more examples will be presented in a long-form companion to this letter.",CC-BY 4.0,http://arxiv.org/abs/2511.14854v1,human
Probing Axion via Mössbauer Spectroscopy,"We propose using the ultra-narrow 88 keV Mössbauer transition in $^{109}$Ag to search for QCD axion dark matter. The sub-eV axion field oscillates coherently, inducing a time-varying effective $\barθ_{\rm QCD}$ angle. This, in turn, modulates the nuclear binding energy. From existing linewidth measurements, we derive constraints on the $f_a^{-1}$-$m_a$ plane that already surpass other laboratory bounds. We further detail an experimental setup to directly probe this time-dependent signature via precision Mössbauer spectroscopy in the gravitational potential. This Letter demonstrates that this approach can significantly extend search capability and probe a vast, unexplored region of axion parameter space. Particularly, this setup can probe axion masses beyond the reach of existing experiments, such as atomic-clock measurements, offering a powerful new way for exploring higher-mass axion dark matter. The sensitivity has the potential to be further improved with advancing experimental capabilities.",CC-BY 4.0,http://arxiv.org/abs/2511.14851v1,human
Lepton flavor violation in photon-induced electron-muon pairs at the HL-LHC,"We show the outstanding potential of the High-Luminosity LHC (HL-LHC) to discover charged lepton flavor violation (cLFV) via the ultra-peripheral process $γγ\to e^\pmμ^\mp$. Using a gauge-invariant Effective Field Theory (EFT) framework -consistent with the most stringent bounds from radiative decays- we perform a full Monte Carlo analysis with multivariate techniques. Our results show that a $5σ$ discovery is achievable with an integrated luminosity of $\mathcal{L}_{\rm int} \gtrsim 2700$ fb$^{-1}$ for favorable benchmark scenarios. This study establishes photon-fusion at the HL-LHC as a powerful probe of cLFV, strongly motivating dedicated searches by the experimental collaborations.",CC-BY 4.0,http://arxiv.org/abs/2511.14835v1,human
How to pick the best anomaly detector?,"Anomaly detection has the potential to discover new physics in unexplored regions of the data. However, choosing the best anomaly detector for a given data set in a model-agnostic way is an important challenge which has hitherto largely been neglected. In this paper, we introduce the data-driven ARGOS metric, which has a sound theoretical foundation and is empirically shown to robustly select the most sensitive anomaly detection model given the data. Focusing on weakly-supervised, classifier-based anomaly detection methods, we show that the ARGOS metric outperforms other model selection metrics previously used in the literature, in particular the binary cross-entropy loss. We explore several realistic applications, including hyperparameter tuning as well as architecture and feature selection, and in all cases we demonstrate that ARGOS is robust to the noisy conditions of anomaly detection.",CC-BY 4.0,http://arxiv.org/abs/2511.14832v1,human
Perturbative aspects of the electroweak phase transition with a complex singlet and implications for gravitational wave predictions,"We present a detailed analysis of strong first-order electroweak phase transitions within the extension of the Standard Model by a complex scalar singlet (cxSM). Focusing on the impact of renormalization scale and gauge dependence, we systematically compare commonly used perturbative frameworks for predicting thermodynamic observables that characterize the phase transition and the associated gravitational-wave (GW) spectrum. These include both the four-dimensional ($4D$) formalism and the dimensionally reduced three-dimensional effective field theory ($3D$ EFT) approach in different renormalization schemes. Within the $3D$ EFT, we compute the effective potential up to two-loop order in a general $R_ξ$ gauge, and demonstrate that applying the $\hbar$-expansion yields gauge-independent results in excellent agreement with those obtained from a direct minimization of the loop-corrected potential. In contrast, large discrepancies between the two methods persist in the $4D$ approaches. We find that, across most of the parameter space, the $3D$ EFT approach provides the most robust predictions for phase-transition parameters and GW spectra, reducing theoretical uncertainties in the GW peak amplitude by more than an order of magnitude compared to the $4D$ calculations. We point out, however, that the $3D$ EFT approach is subject to an additional theory uncertainty from truncating the EFT at finite operator dimension and show that higher-dimensional operators within the $3D$ EFT approach can substantially modify the predicted transition strength and GW signals. This indicates a potential breakdown of the high-temperature expansion precisely in the region with the lowest transition temperatures, where the strongest GW signals are expected and the detection prospects with LISA are most promising.",CC-BY 4.0,http://arxiv.org/abs/2511.14831v1,human
Uncharted Logarithmic Structures in QCD Transverse-Energy Flow,"We investigate the QCD transverse-energy ($E_T$) flow distribution within an azimuthal region of phase space, defined by an angular interval $Δφ$ on the plane transverse to a chosen jet axis. Vetoes on the resulting $E_T$ are widely employed at the LHC to isolate missing transverse momentum in final states with invisible particles. We show that this observable has logarithmic structures never seen before in QCD calculations. Notably, its description involves the resummation of non-global and coherence-violating logarithmic contributions that are more singular than any reported to date. We analyze its all-orders behavior, providing analytical resummations at next-to-double-logarithmic accuracy for $e^+e^-$ and $pp$ collisions, and numerical resummations at leading-logarithmic accuracy in the Veneziano limit for $pp$ collisions. We further present a computation of the leading coherence-violating correction for $pp$ collisions. The intricate structure of vetoes in azimuthal gaps reveals new aspects of QCD dynamics and offers a novel probe of collinear-factorization breaking at the LHC.",CC-BY 4.0,http://arxiv.org/abs/2511.14681v1,human
Closing in on $α$-attractors,"Recent observations of cosmic microwave background (CMB) anisotropies combined with large-scale structure may point towards higher values of the scalar spectral index, $n_s$. This puts previously preferred inflationary models, such as $α$-attractors, in tension with the new measurements. Pending a resolution of the tension between BAO parameters as determined by CMB datasets and those determined by DESI, we explore in this work the large-$n_s$ regime of $α$-attractor T-models. We show that some T-models can self-consistently produce an extended reheating stage with a stiff equation of state $(\bar w>1/3)$, which allows values for $n_s$ closer to unity. We employ constraints from P-ACT-LB-BK18 data to illustrate what large-$n_s$ observations might imply for T-models. We show that the $n_s$ measurement yields an upper limit on $α$ that is stronger than the one from the tensor-to-scalar ratio only. We find that $n_s$ is maximised for $α\sim1$, therefore the seven Poincaré models are well placed to deliver large $n_s$. However, the ability of a stiff reheating stage to increase the compatibility of T-models with large-$n_s$ measurements saturates as $\bar{w}\to1$. Thanks to this effect, we establish that the largest $n_s$ that T-models can produce is $n_s=0.9682$. T-models are therefore highly predictive in the large-$n_s$ regime and our result provides, under the assumption of perturbative reheating, a benchmark which could be used in the future to rule out T-models.",CC-BY 4.0,http://arxiv.org/abs/2511.14673v1,human
Probing the Phenomenology of Dark Matter from Decoupled Freeze-Out,"We consider a model of dark matter where the mediator corresponds to a superposition of a scalar and pseudoscalar, and the scenario where, after reheating, the number densities of the dark sector particles, i.e. the dark matter and the mediators, are negligible. If the coupling of the mediators to the Standard Model is feeble, but the coupling to the dark matter is large enough, the dark sector may reach equilibrium at a temperature distinct from that of the thermal bath. The relic density is then said to be obtained via decoupled freeze out (DFO). We focus on the $s$-wave annihilation scenario, which particularly benefits from the DFO mechanism by evading standard CMB limits while still yielding indirect detection signals. We calculate the relic density by solving a set of four coupled Boltzmann equations for the number densities of the dark sector particles and the energy transfer from the light to dark sector. We finally perform a thorough analysis of experimental bounds on this scenario, namely from indirect detection and the CMB, as well as from BBN, and find that, while there are considerable constraints on the parameter space where the correct relic density is obtained, a viable region remains to be explored.",CC-BY 4.0,http://arxiv.org/abs/2511.14635v1,human
Impact of conversion-driven processes on singlet-doublet Majorana dark matter relic,"The singlet-doublet dark matter model offers a rich framework for exploring the nature of dark matter (DM) through its unique fermion structure. In this model, the important parameters are singlet-doublet mass splitting $Δ{M}$, singlet-doublet mixing angle $\sinθ$, and DM mass $M_{\rm DM}$. If the DM is assumed to be of Dirac nature, then the annihilation, co-annihilation, and conversion driven processes combinedly allows a range of parameter space: $1~{\rm GeV} \lesssim M_{\rm DM}\lesssim750$ GeV and $10^{-6}\lesssim\sinθ\lesssim0.04$ for all $Δ{M}>1$ GeV. While the nature of DM either Dirac or Majorana is not known, in this work we assume the nature of singlet-doublet DM to be of Majorana type and find that the relic density and direct detection can be satisfied in a larger parameter space. In particular, the allowed ranges of DM mass and $\sinθ$ are: $1~{\rm GeV}\lesssim M_{\rm DM}\lesssim1750$ GeV and $2\times10^{-7}\lesssim\sinθ\lesssim0.16$ for all $Δ{M}>1$ GeV.",CC-BY 4.0,http://arxiv.org/abs/2511.14571v1,human
Systems with Quantum Dimensions,"We propose quantum-mechanical systems in which the number of spatial dimensions is promoted to a dynamical quantum variable. As a consequence, the effective dimension depends on the physical state of the system. Interestingly, systems of this form exhibit enhanced symmetries compared to their fixed-dimensional counterparts. As an explicit example, we analyze a harmonic oscillator for which the spatial dimension is represented by a quantum operator. By evaluating the corresponding partition function, we uncover a temperature-dependent effective dimension. Our framework opens a new avenue for constructing physical systems, from gravity to condensed matter, where the very notion of dimensionality becomes quantum.",CC-BY 4.0,http://arxiv.org/abs/2511.14547v1,human
Early Universe Constraints on Variations in Fundamental Constants Induced by Ultralight Scalar Dark Matter,"We study the cosmological impact of ultralight dark matter (ULDM) with a quadratic coupling to Standard Model particles. In addition to the suppression of small-scale power from ULDM itself, the coupling induces a variation of fundamental constants that is modulated by the ULDM oscillatory field value. In this work, we consider the ULDM-induced, time-dependent variation of the fine structure constant and the mass of the electron. These variations modify the predicted abundance of light elements during Big Bang nucleosynthesis (BBN) and the process of recombination, thereby affecting the anisotropies of the cosmic microwave background (CMB). We use CMB anisotropy data and baryon acoustic oscillation measurements to obtain constraints on the variation of couplings over a wide range of ULDM masses. We self-consistently account for the modification of the primordial helium abundance during BBN in computing the CMB power spectra. We find that the allowed ULDM fraction of total dark matter abundance is more constrained for ULDM masses $\lesssim 10^{-26}~\mathrm{eV}$ in the presence of the variations. Moreover, our constraints on the variational couplings for ULDM masses $\lesssim 10^{-27}~\mathrm{eV}$ are stronger than the ones derived from the primordial helium abundance at BBN. Under our ULDM model, the variation of fundamental constants has no appreciable impact on the Hubble constant inferred from CMB data and thus does not present a viable solution to the Hubble tension.",CC-BY 4.0,http://arxiv.org/abs/2511.14532v1,human
Charged Higgs bosons associated with neutral gauge bosons at future multi--TeV muon colliders,"The first results for charged Higgs pair production associated with neutral gauge bosons at future multi--TeV muon colliders are presented within the framework of the Two-Higgs-Doublet Model. In the phenomenological studies for the production processes, we first update the parameter space of the Type-X Two-Higgs-Doublet Model. From the viable regions of the parameter space, we compute the production cross sections, including all two-body decay modes of the charged Higgs boson. We mention that all two-body decay modes of the charged Higgs boson are evaluated with one-loop electroweak corrections, with two-loop QCD corrections also included for the decays of the charged Higgs into two fermions. The signal significances are also examined for several benchmark points within the updated parameter space. It is worth emphasizing that the production cross sections used for computing the significances in this work include initial-state radiation corrections up to two-loop order. With the help of the high integrated luminosity planned for future multi--TeV muon colliders, the production signals can be observed with a statistical significance exceeding $5σ$ for several selected points within the allowed parameter space.",CC-BY 4.0,http://arxiv.org/abs/2511.14525v1,human
Simulating quantum electrodynamics in 2+1 dimensions with qubits and qumodes,"We develop a hybrid qubit-qumode framework for simulating quantum electrodynamics in 2+1 dimensions. In this approach, fermionic matter fields are represented by qubits, while U(1) gauge fields are encoded in continuous-variable bosonic modes whose canonical quadratures capture the electric and vector-potential components of the theory. To reconcile the non-compact phase space of the qumodes with the compact U(1) gauge symmetry, we introduce and compare two complementary constraint-enforcement strategies: (i) a squeezing-based projection that confines qumode states to the unit circle through an effective modification of the inner product, and (ii) a method that dynamically enforces compactness via a penalty Hamiltonian term. We construct the corresponding hybrid Hamiltonian, derive its decomposition into experimentally accessible qubit-qumode gates, and analyze its spectrum in the analytically tractable single-plaquette limit. The hybrid formulation reproduces the correct gauge-invariant dynamics and provides a scalable route toward simulating Abelian lattice gauge theories coupled to fermionic matter on near-term hybrid quantum architectures. Ground-state preparation and convergence are demonstrated using a continuous-variable extension of the Quantum Imaginary Time Evolution (QITE) algorithm, establishing a general framework for hybrid discrete-continuous quantum simulations of lattice gauge theories.",CC-BY 4.0,http://arxiv.org/abs/2511.14506v2,human
Parton distributions with higher twist and jet power corrections,"We present a global determination of parton distribution functions (PDFs) that accounts for higher twist corrections in deep-inelastic scattering (DIS) and linear power corrections for single inclusive jet and dijet production data from the LHC. We determine these corrections and their associated correlated uncertainties using a methodology based on the theory covariance formalism, previously used to account for nuclear uncertainties and missing higher order uncertainties (MHOUs) in global PDF determinations. We then study the impact of the power corrections on the extracted PDFs, and demonstrate an improved description of the data due to a reduced sensitivity to DIS data in the low-$x$ region where higher twist uncertainties are relatively large, and a reduced sensitivity to single inclusive jet data at relatively low $p_T$, where linear power corrections can be significant. Finally, we assess the impact of power corrections on observables relevant to LHC phenomenology, including Higgs production via gluon fusion, and the determination of $α_s$. We find that these effects, while small, can be significant, improving perturbative convergence.",CC-BY 4.0,http://arxiv.org/abs/2511.14387v1,human
Probing Saturon-like Limits in QCD Systems,"High-occupancy QCD matter enters a saturated regime when its entropy or occupancy approaches the unitarity bound $\sim 1/α$, the ``saturon"" criterion. We test this criterion for protons and nuclei at small $x$ using analytic and numerical solutions of the BK equation. From these solutions we construct the gluon occupancy $N_g(x)$ and a thermodynamic entropy $S(x)$ via an Unruh-like temperature $T = Q_s/(2π)$ and an emergent gluon mass $M_g \sim Q_s$. For protons, both $N_g$ and $S$ rise toward small $x$ yet stay below $1/α_s$ in our baseline setup. For nuclei, by contrast, the nuclear entropy $S_A$ attains the $1/α_s$ benchmark in a small-$x$ window where the proton does not. This singles out nuclei as the natural environment to search for saturon-like behavior and motivates precision small-$x$ measurements and high-occupancy $pA$ and $AA$ collisions.",CC-BY 4.0,http://arxiv.org/abs/2511.14381v1,human
LinApart2: efficient parallel partial fraction decomposition algorithm for denominators with polynomials of general degree,"We present LinApart2, a major update to the LinApart algorithm for univariate partial fraction decomposition. Unlike its predecessor, LinApart2 can handle denominators of arbitrary polynomial degree without explicit factorization, while retaining the efficiency and parallelizability of the Laurent series method. Benchmarks show substantial speedups in both runtime and memory usage compared to Mathematica's built-in routine Apart and to the Euclidean algorithm, enabling computations that were previously intractable.",CC-BY 4.0,http://arxiv.org/abs/2511.15735v1,human
Vortex stability in pseudo-Hermitian theories,"Pseudo-Hermitian (including $\mathcal{PT}$-symmetric) field theories support phenomenology that cannot be replicated in standard Hermitian theories. We describe a concrete example in which the vortex solutions that are realised in a prototypical pseudo-Hermitian field theory exhibit a novel metastability, despite the model parameters residing within the naively stable regime of exact antilinear symmetry of the vacuum theory. This instability is identified analytically and confirmed through numerical simulations, and it arises from the small breaking of the underlying antilinear symmetry of the pseudo-Hermitian theory due to the presence of the topological defect. This leads to spacetime-dependent parameters in the equations of motion governing fluctuations around the vortex, inducing non-trivial exceptional-point structures and complex frequencies within their spectrum. Aside from offering intriguing possibilities for cosmology, this result serves to illustrate the ability to produce long-lived metastable configurations in pseudo-Hermitian field theories of relevance beyond cosmology and high energy physics.",CC-BY 4.0,http://arxiv.org/abs/2511.14300v1,human
Exotic compact objects in Einstein-Scalar-Maxwell theories,"In k-essence theories within general relativity, where the matter Lagrangian depends on a real scalar field $φ$ and its kinetic term $X$, static and spherically symmetric compact objects with a positive-definite energy density cannot exist without introducing ghosts. We show that this no-go theorem can be evaded when the k-essence Lagrangian is extended to include a dependence on the field strength $F$ of a $U(1)$ gauge field, taking the general form ${\cal L}(φ, X, F)$. In Einstein-scalar-Maxwell theories with a scalar-vector coupling $μ(φ) F$, we demonstrate the existence of asymptotically flat, charged compact stars whose energy density and pressure vanish at the center. With an appropriate choice of the coupling function $μ(φ)$, we construct both electric and magnetic compact objects and derive their metric functions and scalar- and vector-field profiles analytically. We compute their masses and radii, showing that the compactness lies in the range ${\cal O}(0.01)<{\cal C}<{\cal O}(0.1)$. A linear perturbation analysis reveals that electric compact objects are free of strong coupling, ghost, and Laplacian instabilities at all radii for $μ(φ)>0$, while magnetic compact objects suffer from strong coupling near the center.",CC-BY 4.0,http://arxiv.org/abs/2511.14207v1,human
Mass spectra and Mott transitions of neutral mesons at finite temperature and magnetic field in frame of three-flavor Polyakov-extended Nambu-Jona-Lasino model,"Mass spectra and Mott transitions of neutral mesons $K_0, π_0, η, η'$ at finite temperature and magnetic field are investigated in a three-flavor PNJL model. We focus on the effect of gluons, which is simulated by the Polyakov potential and the inverse magnetic catalysis (IMC) effect, which is mimicked by using a magnetic field dependent coupling constant. Mass spectra show similar structure when introducing the contribution of Polyakov potential and IMC effect. The mass of $K_0$ meson $m_{K_0}$ is controlled by chiral symmetry breaking and restoration. It increases with temperature in the low temperature region, and shows a mass jump at the Mott transition. Further increasing temperature, $m_{K_0}$ firstly decreases and then increases with temperature. $π_0$ meson is not only the pseudo-Goldstone boson of chiral symmetry breaking, but also influenced by the flavor mixing of $π_0-η-η'$. The behavior of $m_{π_0}$ is different from $m_{K_0}$ only at high temperature region, which decreases with temperature. For $η$ and $η'$ mesons, they are affected by both the $U_A(1)$ anomaly and the flavor mixing of $π_0-η-η'$. The mass of $η$ meson $m_η$ decreases with temperature in low temperature region and then shows a jump at its Mott transition. After that $m_η$ firstly decreases and later increases with temperature. $η'$ mesons is a resonant state in vacuum and in medium, and its mass $m_{η'}$ continuously decreases and then increases with temperature. The mass jumps of $K_0, π_0, η$ mesons are caused by the dimension reduction of the constituent quarks under external magnetic field. In the PNJL model, the Mott transition temperature of $K_0,\ π_0$ mesons ($ η$ meson) decrease (increases) with magnetic field. The IMC effect leads to the lower value for meson Mott transition temperature.",CC-BY 4.0,http://arxiv.org/abs/2511.14150v1,human
"Inclusive $J/ψ$ productions in pp collisions at $\sqrt{s}=$ 5.02, 7, and 13 TeV with the PACIAE model","We investigate the inclusive $J/ψ$ productions in proton-proton collisions at center-of-mass energies $\sqrt{s} = 5.02$, 7, and 13 TeV using the PACIAE 4.0 model. This model extends PYTHIA 8.3 by incorporating partonic and hadronic rescatterings before and after hadronization, respectively. Several $J/ψ$ production mechanisms are considered: the leading-order non-relativistic QCD (NRQCD) color-singlet and color-octet contributions, the cluster collapse mechanism, and the non-prompt $J/ψ$ from $b$-hadron decays. The simulated inclusive $J/ψ$ transverse momentum ($p_{\rm T}$) differential cross sections agree well with the experimental data at both the middle and forward rapidities. For the $J/ψ$ yield, the dominant contribution comes from the NRQCD channel, while the cluster collapse and non-prompt processes provide relatively minor contributions. A decomposition of the NRQCD component, comprising direct production from the parton hard scattering and feed-down from $ψ(2S)$, $χ_{c0}$, $χ_{c1}$, and $χ_{c2}$, reveals that at low (high) $p_{\rm T}$ the dominant contributions come from the direct production and $χ_{c2}$ ($χ_{c1}$) feed-down. The $ψ(2S)$ feed-down fraction is 8-9$\%$, while the $χ_{c0}$ contribution is around 2-3$\%$. The influence of the partonic and hadronic rescatterings is also examined. The partonic rescattering exhibits negligible impact on the $J/ψ$ yields across all production mechanisms. In contrast, the hadronic rescattering suppresses the $J/ψ$ productions from both the NRQCD and cluster collapse mechanisms, while leaving the non-prompt $J/ψ$ yield almost unaffected.",CC-BY 4.0,http://arxiv.org/abs/2511.14105v1,human
Magnetic field induced anomalous pion couplings,"Effective pion-constituent quark couplings induced by relatively weak magnetic fields are calculated, being that they disappear in the vacuum. In particular, couplings to a scalar and a vector constituent quark currents are investigated. These couplings can correspond to a fluctuation of the neutral pion into a scalar quark-antiquark meson and to a vector meson respectively. Some possible phenomenological implications are discussed.",CC-BY 4.0,http://arxiv.org/abs/2511.14053v1,human
"Exact, non-singular black holes from a phantom DBI Field as primordial dark matter","We present the first exact, non-singular black hole solution in General Relativity sourced by a Dirac-Born-Infeld (DBI) scalar field. Crucially, the solution is exclusively supported by the phantom branch of the DBI action, dynamically replacing the central singularity with a regular core. The solution is asymptotically flat, possesses non-trivial scalar hair, and replaces the central singularity with a regular 2-sphere. The mechanism for singularity resolution is a dynamical kinetic stiffness -- analogous to shear thickening in non-Newtonian fluids -- which also explains the evasion of classical no-hair theorems. We show these black holes evaporate to a stable, non-singular, extremal Planck-scale relic. This provides a robust mechanism to evade standard evaporation constraints, opening a vast, previously forbidden mass window for light Primordial Black Holes to constitute dark matter. The model is testable via distinctive gravitational-wave signatures from its scalar hair.",CC-BY 4.0,http://arxiv.org/abs/2511.14047v1,human
Exploring pion emission properties of (strange) hidden-charm molecular pentaquarks in a chiral quark model,"The internal structure of the exotic $P_c$ and $P_{cs}$ pentaquarks remains an open question. To address this, we demonstrate that pion emission serves as a sensitive probe by calculating its properties within a molecular scenario using the chiral quark model and coupled-channel effects. Our results reveal a strong dependence of the decay widths on the internal structure and spatial wave functions. We therefore expect this study to stimulate experimental measurements of these decays, which are crucial for determining the nature of these states and guiding the search for further molecular partners.",CC-BY 4.0,http://arxiv.org/abs/2511.14046v1,human
Hybrid to Quarkonia transitions,"Hybrid quarkonia -exotic hadrons with explicit gluonic degrees of freedom- have gained increasing attention in hadron spectroscopy, particularly with the ongoing discovery of new XYZ mesons. In this work, we update the spectrum of heavy hybrid mesons in the charmonium and bottomonium sectors using the Born-Oppenheimer Effective Field Theory framework, by incorporating the latest lattice QCD results for hybrid static potentials. We refine earlier calculations and analyze allowed transitions from hybrids to conventional quarkonia, including both spin-conserved and spin-flip decays. We carry out a comprehensive error analysis and discuss the reliability of our results. We compare them to experimental data of the Particle Data Group, which allows us to identify hybrid candidates among the observed XYZ states. We provide hybrid or quarkonium interpretations for nearly all heavy isospin-zero mesons observed and incorporate new hybrid candidates.",CC-BY 4.0,http://arxiv.org/abs/2511.14016v1,human
The Scoured Spike: Suppression of Indirect Dark Matter Signals by a Hidden Companion,"A massive ""dark companion""-such as an intermediate-mass black hole or other compact dark object-orbiting the supermassive black hole at the Galactic Center can dynamically reshape the surrounding dark-matter spike. Through gravitational heating and angular-momentum exchange, the companion excavates a ""scoured"" region that lowers the inner density and suppresses the expected annihilation signal. We quantify this effect by computing the suppression of the dark-matter annihilation $J$-factor induced by such a companion, combining an analytic scouring-radius model with full numerical integrations of the modified density profile. We scan the parameter space of companion mass, orbital separation, system age, and spike slope, explicitly including the interplay with the annihilation plateau. For canonical Gondolo-Silk spikes with $γ_{\rm sp} \gtrsim 2$, we find that the distribution is remarkably resilient and that the companion produces at most mild reductions of the $J$-factor. In contrast, for pre-heated or otherwise shallow spikes with $γ_{\rm sp} \lesssim 1.8$, even a modest $\sim 10^{4}\,M_\odot$ companion on a O(100) AU orbit and O(Gyr) age can suppress the annihilation flux by one to two orders of magnitude. The numerical results are accurately captured (typically at the $\lesssim 10\%$ level) by a simple fitting formula in terms of a dimensionless scouring parameter that measures the ratio between the scoured region and the annihilation core. Our findings demonstrate that neglecting a dark companion can lead to substantial overestimates of the Galactic Center $J$-factor, with direct consequences for interpreting gamma-ray, neutrino, and antimatter searches for annihilating dark matter.",CC-BY 4.0,http://arxiv.org/abs/2511.13858v1,human
